,Code,Name,City,Postal_Code,Country_Code,Longitude,Latitude,Gmt_Offset,World_Area_Code
,LHE,Alama Iqbal International,Lahore,,100,74.4036,31.5217,5,764
,LHG,Lightning Ridge,Lightning Ridge,,200,147.9667,-29.4,-10,802
,LHI,Lereh,Lereh,,90,139.9,-3.1333,-9,832
,LHK,Guanghua,Guanghua,,70,111.6333,32.2667,-8,713
,LHM,Lincoln Regional Airport,Lincoln,4457,90,-121.3514,38.9092,-8,67
,LHN,Lishan,Lishan,,170,121.2167,24.25,-8,781
,LHP,Lehu,Lehu,,100,155.7,-6.4167,-10,804
,LHR,London Heathrow,London,,210,-0.4514,51.4697,,493
,LHS,Las Heras,Las Heras,,30,-68.95,-46.5333,3,303
,LHU,Lianshulu,Caprivi,,80,23,-17.8333,,575
,LHV,W T Piper Memorial,Lock Haven,17745,130,-77.45,41.1333,5,67
,LHW,Lanzhou Airport,Lanzhou,,30,103.75,36.0167,-8,713
,LIA,Liangping,Liangping,,140,107.7,30.8167,-8,713
,LIB,Limbunya,Limbunya,,170,129.8333,-17.3333,-9.5,802
,LIC,Municipal,Limon,80828,160,-103.6833,39.2667,7,67
,LID,Valkenburg,Leiden,,80,4.4181,52.1661,1,461
,LIE,Libenge,Libenge,,170,18.6333,3.6333,-1,517
,LIF,Lifou,Lifou,,170,167.2333,-20.7667,-11,846
,LIG,Bellegarde,Limoges,,0,1.1803,45.8608,1,427
,LIH,Lihue,Kauai Island,96766,90,-159.35,21.9833,10,67
,LII,Mulia,Mulia,,210,136.1667,-3.1667,-9,832
,LIJ,Long Island,Long Island,28609,200,-132.75,54.9,9,67
,LIK,Likiep Island,Likiep Island,,80,169.3167,9.8167,-12,844
,LIL,Lesquin,Lille,,170,3.1,50.5667,1,427
,LIM,Jorge Chavez International,Lima,,140,-77.1144,-12.0219,-5,368
,LIN,Linate,Milan,,120,9.2833,45.45,1,450
,LIO,Limon International Airport,Limon,,0,-83.0219,9.9581,-6,110
,LIP,Lins,Lins,,140,-49.75,-21.6667,3,316
,LIQ,Lisala,Lisala,,20,21.6667,2.2167,-1,517
,LIR,Daniel Oduber International,Liberia,,90,-85.5444,10.5933,-6,110
,LIS,Portela,Lisbon,,170,-9.1358,38.7814,,351
,LIT,Adams Field Airport,Little Rock,72202,10,-92.2244,34.7294,-6,67
,LIV,Livengood,Livengood,,80,-148.6692,65.4725,-9,67
,LIW,Loikaw,Loikaw,,200,97.2147,19.6914,6.5,706
,LIX,Likoma,Likoma Island,,30,34.7333,-12.0833,2,542
,LIZ,Loring AFB,Limestone,4750,50,-67.8858,46.9506,,67
,LJA,Lodja,Lodja,,180,23.45,3.4167,2,517
,LJG,Lijiang,Lijiang City,,30,102.0097,23.5847,8,713
,LJN,Brazoria County,Lake Jackson,77515,30,-95.45,29.0333,6,67
,LJU,Brnik,Ljubljana,,200,14.4575,46.2236,1,481
,LKA,Larantuka,Larantuka,,170,122.9833,-8.35,-8,832
,LKB,Lakeba,Lakeba,,160,178.8333,-18.2,-12,821
,LKC,Lekana,Lekana,,80,14.6,-2.3167,-1,515
,LKD,Lakeland Downs,Lakeland Downs,,170,145.5,-16.1667,-10,802
,LKE,Kenmore Air Harbor SPB,Seattle,98109,160,-122.3386,47.6289,-8,67
,LKG,Lokichoggio,Lokichoggio,,190,34.35,4.2,,535
,LKH,Long Akah,Long Akah,,90,114.7833,3.3167,,749
,LKI,Lakeside USAF,Duluth,,50,18.2,-19.2333,,67
,LKK,Kulik Lake,Kulik Lake,,60,-155.0833,58.9667,9,67
,LKL,Banak,Lakselv,,30,24.9833,70.05,-1,465
,LKN,Leknes,Leknes,,60,13.0167,68.15,-1,465
,LKO,Amausi,Lucknow,,210,80.8833,26.7667,-5.5,733
,LKP,Lake Placid,Lake Placid,12946,100,-73.9619,44.2644,-5,67
,LKR,Las Khoreh,Las Khoreh,,70,48.2,11.15,-3,573
,LKS,Lakeside,Lakeside,97449,70,-95.6886,29.8478,6,67
,LKT,Lakota,Lakota,,200,-5.6833,5.85,,533
,LKU,Lake Rudolf,Lake Rudolf,,190,35.8833,3.4167,-3,535
,LKV,Lake County,Lakeview,97630,30,-120.4,42.1667,8,67
,LKY,Lake Manyara,Lake Manyara,,50,35.8183,-3.3764,-3,585
,LKZ,RAF Lakenheath,Brandon,,160,-0.5611,52.4094,,493
,LLA,Kallax,Lulea,,210,22.1219,65.5439,1,484
,LLE,Malelane,Malelane,,30,31.5667,-25.4667,-2,562
,LLF,LingLing,LingLing,,30,111.6167,26.2333,,713
,LLG,Chillagoe,Chillagoe,,180,144.5333,-17.1333,-10,802
,LLH,Las Limas,Las Limas,,70,-87.9,15.45,6,131
,LLI,Lalibela,Lalibela,,110,39.0667,12.0167,-3,522
,LLL,Lissadell,Lissadell,,190,128.6667,-16.5,-8,802
,LLM,Long Lama,Long Lama,,200,114.4,3.7667,-8,749
,LLN,Kelila,Kelila,,210,138.6667,-3.75,-9,832
,LLP,Linda Downs,Linda Downs,,60,138.7,-23.0167,-10,802
,LLS,Las Lomitas,Las Lomitas,,150,-60.6,-24.7,3,303
,LLT,Lilydale Airport,Lilydale,,200,145.3667,-37.6917,10,61
,LLW,Kumuzu International Airport,Lilongwe,,180,33.7811,-13.7894,2,542
,LLX,Lyndonville,Lyndonville,5819,210,-72.0167,44.5,5,67
,LLY,Burlington County,Mount Holly,8060,70,-74.7833,39.9833,5,67
,LMA,Lake Minchumina,Lake Minchumina,,170,-152.3167,63.8833,9,67
,LMB,Salima,Salima,,100,34.5667,-13.75,-2,542
,LMC,Lamacarena,Lamacarena,,20,-73.9,3.3167,5,327
,LMD,Los Menucos,Los Menucos,,30,-68.1333,-40.8333,3,303
,LME,Arnage,Le Mans,,70,1.25,48,-1,427
,LMG,Lamassa,Lamassa,,210,152.75,-4.7,-10,804
,LMH,Limon,Limon,,40,-85.55,15.8667,6,131
,LMI,Lumi,Lumi,,120,142.0333,-3.4833,-10,804
,LML,Lae Island,Lae Island,,50,166.25,8.9167,-12,844
,LMM,Federal (Valle Del Fuerte),Los Mochis,,60,-109.0808,25.6853,-7,148
,LMN,Limbang,Limbang,,50,115,4.6667,-8,749
,LMO,RAF Station,Lossiemouth,,170,-3.2667,57.7167,,493
,LMP,Lampedusa,Lampedusa,,170,12.5833,35.3333,-1,450
,LMQ,Marsa Brega,Marsa Brega,,150,19.1667,30.5,-2,538
,LMR,Lime Acres,Lime Acres,,40,23.45,-28.3667,-2,562
,LMS,Winston County,Louisville,39339,30,-89.0667,33.15,6,67
,LMT,Kingsley Field,Klamath Falls,97603,210,-121.7333,42.1667,8,67
,LMX,Lopez De Micay,Lopez De Micay,,190,-77.55,3.05,5,327
,LMY,Lake Murray,Lake Murray,,130,141.4167,-6.85,-10,804
,LMZ,Palma,Palma,,180,40.4833,-10.7667,-2,550
,LNA,Palm Beach County Park,West Palm Beach,33462,100,-80.085,26.5931,,67
,LNB,Lamen Bay,Lamen Bay,,100,168.1833,-16.5833,-11,885
,LNC,Lengbati,Lengbati,,200,147.3667,-6.3667,-10,804
,LND,Hunt Field,Lander,82520,0,-108.675,42.8,7,67
,LNE,Lonorore,Lonorore,,10,170.0083,-19.0194,-11,885
,LNF,Munbil,Munbil,,100,141.2167,-4.8667,-10,804
,LNG,Lese,Lese,,210,146.1167,-8.1667,-10,804
,LNH,Lake Nash,Lake Nash,,200,137.9167,-21,-9.5,802
,LNI,Dew Station,Lonely,,80,-153.25,70.9167,9,67
,LNJ,Lincang,Lincang,,150,100.0333,23.9,,713
,LNK,Lincoln,Lincoln,68524,190,-96.7592,40.8508,-6,67
,LNM,Langimar,Langimar,,0,146.2,-7.2167,-10,804
,LNN,Lost Nation,Willoughby,44094,150,-81.4167,41.6333,5,67
,LNO,Leonora,Leonora,,150,121.3,-28.8833,-8,802
,LNP,Wise,Wise,24293,70,-82.5667,36.9833,5,67
,LNQ,Loani,Loani,,0,150.15,-10.4333,-10,804
,LNR,Tri County,Lone Rock,53588,130,-90.2,43.1833,6,67
,LNS,Lancaster,Lancaster,17543,60,-76.3,40.1167,5,67
,LNV,Lihir Island,Lihir Island,,110,152.6289,-3.0436,10,804
,LNX,Smolensk,Smolensk,,10,32.05,54.8,-2,770
,LNY,Lanai City,Lanai City,96763,210,-156.95,20.7833,10,67
,LNZ,Blue Danube,Linz,,50,14.3,48.3,-1,403
,LOA,Lorraine,Lorraine,,100,139.9667,-19.0833,-10,802
,LOC,Lock,Lock,,40,135.7667,-33.5667,-9.5,802
,LOD,Longana,Longana,,140,167.95,-15.3667,-11,885
,LOE,Loei,Loei,,50,101.7333,17.45,-7,782
,LOF,Loen,Loen,,80,168.2833,7.8,-12,844
,LOG,Longview,Longview,75603,70,-122.8833,46.1167,8,67
,LOI,Helmuth Baungartem,Lontras,,60,-51.9167,-4.3833,,316
,LOK,Lodwar,Lodwar,,30,36.7167,3.1,-3,535
,LOL,Derby Field,Lovelock,89419,180,-118.5667,40.0583,8,67
,LOM,Francisco P. V. Y R.,Lagos De Moreno,,10,-104.0708,22.0569,,148
,LOO,Laghouat,Laghouat,,100,2.9283,33.7644,1,500
,LOQ,Lobatse,Lobatse,,90,25.6667,-25.2,-2,510
,LOR,Lowe Army Heliport,Ozark,,70,-85.7511,31.3558,-6,67
,LOS,Murtala Muhammed,Lagos,,30,3.3211,6.5775,1,555
,LOT,Lewis Lockport,Lockport,60441,50,-88.05,41.6,6,67
,LOU,Bowman Field Airport,Louisville,40229,40,-85.6636,38.2278,-5,67
,LOV,Monclova,Monclova,,70,-101.4833,26.95,6,148
,LOY,Loyangalani,Loyangalani,,170,36.7172,2.7525,-3,535
,LOZ,Corbin-London,London,40744,10,-84.0667,37.0833,5,67
,LPA,Gran Canaria,Las Palmas,,30,-15.3867,27.9319,,482
,LPB,El Alto,La Paz,,170,-68.1922,-16.5133,-4,312
,LPC,Lompoc Airport,Lompoc,93436,40,-120.4694,34.6667,8,67
,LPD,La Pedrera,La Pedrera,,60,-69.7167,-1.3,5,327
,LPE,La Primavera,La Primavera,,160,-76.2167,3.7333,5,327
,LPG,La Plata,La Plata,,150,-57.95,-34.9167,3,303
,LPH,Heliport,Lochgilphead,,170,-5.4333,56.05,,493
,LPI,Linkoping,Linkoping,,160,15.5167,58.4,-1,484
,LPJ,Pijiguaos,Pijiguaos,,130,-67.6667,7,4,388
,LPK,Lipetsk,Lipetsk,,190,39.6,52.6167,-2,770
,LPL,Liverpool John Lennon,Liverpool,,150,-2.8497,53.3336,,493
,LPM,Lamap,Lamap,,160,168.5083,-17.5,-11,885
,LPN,Leron Plains,Leron Plains,,10,146.45,-6.5833,,804
,LPO,Municipal,Laporte,56461,150,-86.7167,41.6,6,67
,LPP,Lappeenranta,Lappeenranta,,130,28.1444,61.0444,2,425
,LPQ,Luang Prabang,Luang Prabang,,150,102.15,19.9,-7,744
,LPS,Lopez Island,Lopez Island,98261,30,-122.9361,48.4833,8,67
,LPT,Lampang,Lampang,,140,99.5167,18.3,-7,782
,LPU,Long Apung,Long Apung,,150,115.6,0.5833,-8,832
,LPW,Little Port Walter,Little Port Walter,,170,-134.8333,56.3833,9,67
,LPX,Liepaja,Liepaja,,20,21.1,56.5167,2,451
,LPY,Loudes,Le Puy,,60,3.7667,45.0833,-1,427
,LQK,Pickens,Pickens,71670,140,-82.7,34.8167,5,67
,LQM,Puerto Leguizamo,Puerto Leguizamo,,150,-74.5833,-0.3,5,327
,LQN,Qala Nau,Qala Nau,,40,63.6667,34.95,-4.5,701
,LRA,Larisa,Larisa,,100,22.45,39.65,-2,433
,LRB,Leribe,Leribe,,160,28,-28.9667,-2,536
,LRC,R.A.F.,Laarbruch,,60,6.1833,51.6,,429
,LRD,International,Laredo,78041,140,-99.4667,27.5333,6,67
,LRE,Longreach,Longreach,,30,144.2667,-23.4333,-10,802
,LRF,Little Rock Afb,Jacksonville,72099,210,-92.1464,34.9181,,67
,LRG,Lora Lai,Lora Lai,,90,68.6167,30.3667,-5,764
,LRH,Laleu,La Rochelle,,210,-1.5,46.5,1,427
,LRI,Lorica,Lorica,,180,-75.7,9.0333,5,327
,LRJ,Municipal,Lemars,51031,170,-96.15,42.7833,6,67
,LRK,Coast Guard,Lincoln Rock,,160,-68.3167,-16.1167,,67
,LRL,Niamtougou,Niamtougou,,190,1.2,9.55,,586
,LRM,Casa de Campo International,La Romana,,210,-68.9119,18.4508,-4,224
,LRO,Sharpe AAF,Lathrop,,60,26.955,36.7028,,67
,LRQ,Laurie River,Laurie River,,200,-101.3,56.25,6,906
,LRR,Lar A/P,Lar,,70,48.9,36.7667,,632
,LRS,Leros,Leros,,210,26.8,37.1833,-2,433
,LRT,Lann Bihoue,Lorient,,120,-3.45,47.7667,-1,427
,LRU,Municipal,Las Cruces,,0,-106.9333,32.3,-7,67
,LRV,Los Roques,Los Roques,,60,-66.75,11.8333,4,388
,LSA,Losuia,Losuia,,170,151.0833,-8.5,-10,804
,LSB,Lordsburg,Lordsburg,88045,0,-108.6667,32.4167,7,67
,LSC,La Florida,La Serena,,50,-71.9333,-29.4667,4,324
,LSD,Blue Grass Station Army Heliport,Lexington,,120,-84.3167,38.0833,-5,67
,LSE,Municipal,La Crosse,,50,-91.25,43.8833,6,67
,LSF,Lawson Aaf,Columbus,31905,130,-84.9914,32.3372,-5,67
,LSH,Lashio,Lashio,,130,97.75,22.9667,-6.5,706
,LSI,Sumburgh,Shetland Islands,,140,-1.2956,59.8789,,493
,LSJ,Long Island,Long Island,,120,147.0167,-5.3667,-10,804
,LSL,Los Chiles,Los Chiles,,160,-84.8333,11,6,110
,LSM,Lawas,Long Semado,,190,115.6,4.2167,-8,749
,LSN,Los Banos,Los Banos,93635,40,-120.85,37.0667,8,67
,LSO,Talmont,Les Sables,,0,-1.75,46.4833,-1,427
,LSP,Josefa Camejo,Las Piedras,,150,-70.2,11.7333,4,388
,LSQ,Los Angeles,Los Angeles,,50,-72.35,-37.4167,4,324
,LSR,Lost River,Lost River,,200,-167.15,65.4,9,67
,LSS,Terre-de-Haut,Terre-de-Haut,,100,-61.5833,15.8667,,235
,LST,Launceston,Launceston,,40,147.2128,-41.5467,10,802
,LSU,Long Sukang,Long Sukang,,130,115.5,4.55,-8,749
,LSV,Nellis AFB,Las Vegas,89156,160,-115.0342,36.2361,,67
,LSW,Lhoksumawe,Lhoksumawe,,10,96.9333,5.2167,-7,832
,LSX,Lhok Sukon,Lhok Sukon,,160,97.3167,5.05,-7,832
,LSY,Lismore,Lismore,,140,153.2667,-28.8333,-10,802
,LSZ,Losinj Arpt,Mali Losinj,,210,14.4167,44.95,-1,415
,LTA,Letaba,Tzaneen,,0,30.1167,-23.7833,,562
,LTB,Latrobe,Latrobe,,90,146.4,-41.2333,-10,802
,LTC,Lai,Lai,,190,16.0167,9.4167,-1,511
,LTD,Ghadames,Ghadames,,60,9.5,30.1667,-2,538
,LTF,Leitre,Leitre,,110,141.6167,-2.8333,-10,804
,LTG,Langtang,Langtang,,100,85.6167,28.2667,,755
,LTH,Lathrop Wells,Lathrop Wells,,40,-116.65,36.6667,8,67
,LTI,Altai,Altai,,190,96.4167,46.65,-8,751
,LTK,Latakia,Latakia,,200,35.9833,35.4167,-2,676
,LTL,Lastourville,Lastourville,,0,12.7167,-0.8333,-1,526
,LTM,Lethem,Lethem,,190,-59.8,3.4,3,350
,LTN,London Luton Airport,London/Luton,,70,-0.3667,51.8667,,493
,LTO,Loreto,Loreto,,190,-111.3667,26.0167,7,148
,LTP,Lyndhurst,Lyndhurst,,90,144.3833,-19.2,-10,802
,LTQ,Le Touquet,Le Touquet,,120,1.6167,50.5167,-1,427
,LTR,Letterkenny,Letterkenny,,80,-7.7333,54.95,,441
,LTS,Altus AFB,Altus,73521,160,-99.35,34.65,6,67
,LTT,La Mole,Saint Tropez,,70,2.8167,46.7731,1,427
,LTV,Lotusvale,Lotusvale,,30,141.3667,-17.0833,-10,802
,LTW,St Marys County,Leonardtown,20636,80,-77.6333,38.2833,5,67
,LTX,Cotopaxi International,Latacunga,,140,-78.6167,0.9333,-5,337
,LUA,Lukla,Lukla,,70,86.7333,27.7,-5.8,755
,LUB,Lumid Pau,Lumid Pau,,140,-59.4333,2.4,3,350
,LUC,Laucala Is,Laucala Is,,190,179.4167,-16.75,-12,821
,LUD,Luderitz,Luderitz,,160,15.3417,-26.6667,-2,575
,LUE,Lucenec,Lucenec,,150,19.7417,48.35,-1,483
,LUF,Luke Afb,Phoenix,85309,0,-57.65,6.4667,,67
,LUG,Lugano,Lugano/Agno,,30,8.9103,46.9703,1,486
,LUH,Amritsar,Ludhiana,,80,75.85,30.9,-5.5,733
,LUI,La Union,La Union,,140,-86.5833,15.1333,6,131
,LUJ,Lusikisiki,Lusikisiki,,90,29.5833,-31.3667,-2,562
,LUK,Cincinnati Municipal-Lunken Field,Cincinnati,45226,190,-84.4186,39.1033,-5,67
,LUL,Hesler-Noble Field,Laurel,39440,70,-89.1728,31.6731,-6,67
,LUM,Mangshi,Luxi,,140,98.5167,24.4833,-8,713
,LUN,Lusaka,Lusaka,,80,28.3333,-15.4167,-2,597
,LUO,Luena,Luena,,120,19.8978,-11.7681,1,502
,LUP,Kalaupapa,Kalaupapa,,50,-156.9667,21.1833,10,67
,LUQ,San Luis,San Luis,,180,-66.3333,-33.2667,3,303
,LUR,Cape Lisburne,Cape Lisburne,,120,-166.1,68.8667,9,67
,LUS,Lusanga,Lusanga,,0,18.7333,-4.8333,-1,517
,LUT,Laura Station,Laura Station,,70,144.8167,-15.4333,-10,802
,LUU,Laura,Laura,,70,144.1667,-15.6667,-10,802
,LUV,Langgur,Langgur,,170,132.725,-5.65,-9,832
,LUW,Luwuk,Luwuk,,0,122.7833,-0.9333,-8,832
,LUX,Findel,Luxembourg,,70,6.2,49.6167,1,454
,LUY,Lushoto,Lushoto,,200,38.2833,-4.7833,-3,585
,LUZ,Lushan,Lushan,,90,115.95,29.6333,-8,713
,LVA,Entrammes,Laval,,200,-0.7667,48.0667,-1,427
,LVB,Dos Galpoes,Livramento,,170,-55.6,-30.85,3,316
,LVD,Lime Village,Lime Village,,50,-155.4667,61.35,9,67
,LVI,Livingstone,Livingstone,,30,25.8228,-17.8053,2,597
,LVK,Livermore,Livermore,94551,150,-121.7667,37.6833,8,67
,LVL,Lawrenceville,Lawrenceville,23868,20,-77.85,36.75,5,67
,LVM,Mission Field,Livingston,59047,130,-110.5667,45.6667,7,67
,LVO,Laverton,Laverton,,80,122.3667,-28.6333,-8,802
,LVP,Lavan,Lavan,,180,53.25,26.8,-3.5,632
,LVS,Las Vegas,Las Vegas,89119,60,-105.15,35.65,7,67
,LWB,Greenbrier Valley,Lewisburg,24901,200,-80.3361,37.7833,5,67
,LWC,Lawrence,Lawrence,66044,10,-95.2833,38.95,6,67
,LWE,Lewoleba,Lewoleba,,10,123.4,-8.3833,-8,832
,LWH,Lawn Hill,Lawn Hill,,10,138.6333,-18.6333,-10,802
,LWI,Lowai,Lowai,,120,146.5833,-6.3167,-10,804
,LWK,Lerwick/Tingwall,Shetland Islands,,40,-1.125,60.2,,493
,LWL,Harriet Field,Wells,89835,80,-114.9667,41.1167,8,67
,LWM,Lawrence,Lawrence,66044,90,-71.1167,42.7167,5,67
,LWN,Gyoumri,Gyoumri,,180,43.8333,40.7167,-2,405
,LWO,Snilow,Lviv,,200,23.9561,49.8125,2,488
,LWR,Leeuwarden,Leeuwarden,,210,5.7606,53.2286,1,461
,LWS,Nez Perce County Rgnl,Lewiston,83501,200,-117.0333,46.3833,8,67
,LWT,Municipal,Lewistown,,120,-109.4667,47.05,7,67
,LWV,Municipal,Lawrenceville,23868,170,-87.6,38.7667,6,67
,LWY,Lawas,Lawas,,50,115.4,4.85,-8,749
,LXA,Gonggar/Lhasa,Gonggar,,0,90.9003,29.2931,8,713
,LXG,Luang Namtha,Luang Namtha,,210,101.4,20.9667,-7,744
,LXI,Linxi,Linxi,,130,109.6167,25.95,,713
,LXN,Lexington,Lexington,40510,210,-99.75,40.7833,6,67
,LXR,Luxor,Luxor,,90,32.7,25.6833,-2,591
,LXS,Limnos,Limnos,,100,25.2339,39.9167,2,433
,LXU,Lukulu,Lukulu,,180,23.2667,-14.3667,-2,597
,LXV,Leadville,Leadville,80461,170,-106.5,39.3333,7,67
,LYA,Luoyang,Luoyang,,210,112.4667,34.6833,-8,713
,LYB,Little Cayman,Little Cayman,,60,-80.0833,19.6667,5,233
,LYC,Lycksele,Lycksele,,190,18.6667,64.6,-1,484
,LYE,RAF Station,Lyneham,,60,-1.9667,51.5167,,493
,LYG,Lianyungang,Lianyungang,,50,119.25,34.55,-8,713
,LYH,Preston-glenn Field,Lynchburg,24502,110,-79.2006,37.3267,-5,67
,LYI,Linyi,Linyi,,20,118.3428,35.0631,,713
,LYK,Lunyuk,Lunyuk,,110,117.2333,-8.95,-8,832
,LYN,Bron,Lyon,,210,4.9394,45.7297,,427
,LYP,Faisalabad,Faisalabad,,50,73,31.5167,5,764
,LYR,Svalbard,Longyearbyen,,190,15.9,78.1917,-1,465
,LYT,Lady Elliot Island,Lady Elliot Island,,190,152.7,-24.1167,-10,802
,LYU,Ely,Ely,89301,190,-91.85,47.9,6,67
,LYX,London Ashford International (Ferryfield),Lydd,,120,0.9392,50.9561,,493
,LZA,Luiza,Luiza,,210,22.35,-7.1833,-2,517
,LZC,Lazaro Cardenas,Lazaro Cardenas,,20,-103.1667,25.3833,6,148
,LZD,Lanzhoudong,Lanzhou,,50,103.6833,36.0167,-8,713
,LZH,Liuzhou,Liuzhou,,120,109.5333,24.3667,8,713
,LZI,Luozi,Luozi,,0,14.1333,-4.95,-1,517
,LZM,Luzamba,Luzamba,,100,23.45,-4.9667,,502
,LZN,Nangan,Nangan,,0,-16.05,11.8,,781
,LZO,Luzhou,Luzhou,,130,105.35,28.8833,-8,713
,LZR,Lizard Island,Lizard Island,,130,145.4667,-14.6667,-10,802
,LZU,Gwinnett County Airport,Lawrenceville,30045,130,-83.9625,33.9781,-5,67
,MAA,Madras International (Meenambakkam),Chennai/Madras,,100,80.1806,12.9944,5.5,733
,MAB,Maraba,Maraba,,30,-49.1667,-5.3667,3,316
,MAC,Smart,Macon,31217,50,4.2,50.0333,,67
,MAD,Barajas,Madrid,,60,-3.5667,40.4667,1,482
,MAE,Madera,Madera,93637,40,49.0833,-13.0833,,67
,MAF,Midland International,Midland,79706,30,-102.2019,31.9425,6,67
,MAG,Madang,Madang,,130,145.7833,-5.2083,-10,804
,MAH,Mahon,Menorca,,30,4.2186,39.8625,1,482
,MAI,Mangochi,Mangochi,,210,35.2667,-14.4833,-2,542
,MAJ,Amata Kabua Intl,Majuro,,10,171.3667,7.25,-12,844
,MAK,Malakal,Malakal,,150,31.8167,9.55,-2,583
,MAL,Mangole,Mangole,,140,125.8333,-1.8833,-9,832
,MAM,Matamoros,Matamoros,,180,-97.5167,25.7667,6,148
,MAN,Ringway Inernational Airport,Manchester,,210,-2.2667,53.35,,493
,MAO,Eduardo Gomes Intl,Manaus,,20,-60.0472,-3.0386,-4,316
,MAP,Mamai,Mamai,,190,149.5333,-10.3,-10,804
,MAQ,Mae Sot,Mae Sot,,80,98.5667,16.7167,-7,782
,MAR,La Chinita,Maracaibo,,0,-71.6603,10.68,4,388
,MAS,Momote,Manus Island,,140,147,-2.0167,-10,804
,MAT,Matadi,Matadi,,30,13.4333,-5.8,-1,517
,MAU,Maupiti,Maupiti,,70,-152.25,-16.4333,10,823
,MAV,Maloelap Island,Maloelap Island,,170,171.1,8.75,-12,844
,MAW,Malden,Malden,63863,60,-89.9833,36.6,6,67
,MAX,Matam,Matam,,50,-13.3167,15.6,,569
,MAY,Mangrove Cay,Mangrove Cay,,170,-77.6667,24.2167,5,204
,MAZ,Eugenio M De Hostos,Mayaguez,,70,-67.1333,18.2333,4,3
,MBA,Moi International,Mombasa,,20,39.5833,-4.0333,-3,535
,MBB,Marble Bar,Marble Bar,,190,119.5833,-21.25,-8,802
,MBC,Mbigou,Mbigou,,70,11.8833,-1.9,-1,526
,MBD,Mafikeng International Airport,Mmabatho,,200,25.5481,-25.7983,2,562
,MBE,Monbetsu,Monbetsu,,0,143.3833,44.2667,-9,736
,MBF,Mount Buffalo,Mount Buffalo,,150,149.4667,-22.5833,,802
,MBG,Mobridge,Mobridge,,40,73.625,34.7417,,67
,MBH,Maryborough,Maryborough,,40,152.7167,-25.5167,-10,802
,MBI,Mbeya,Mbeya,,120,33.4667,-8.9167,-3,585
,MBJ,Sangster International,Montego Bay,,210,-77.9167,18.5,5,243
,MBK,Matupa,Matupa,,130,-54.9542,-10.2417,4,316
,MBL,Blacker,Manistee,49660,10,-86.25,44.2667,5,67
,MBM,Mkambati,Mkambati,,90,29.9667,-31.2833,-2,562
,MBN,Mt Barnett,Mt Barnett,,0,125.95,-16.6667,-8,802
,MBO,Mamburao,Mamburao,,50,120.6,13.2333,-8,766
,MBP,Moyobamba,Moyobamba,,20,-77.0167,-5.975,5,368
,MBQ,Mbarara,Mbarara,,0,30.65,-0.6167,-3,590
,MBR,Mbout,Mbout,,210,-12.5083,16,,545
,MBS,MBS International,Saginaw,48623,200,-83.0797,43.5328,-5,67
,MBT,Masbate,Masbate,,40,123.0667,12.3667,-8,766
,MBU,Mbambanakira,Mbambanakira,,120,160.75,-9.7333,-11,874
,MBV,Masa,Masa,,130,147.6333,-6.35,-10,804
,MBW,Moorabbin,Mentone,,60,145.1022,-37.9758,10,802
,MBX,Maribor International Airport,Maribor,,150,15.6861,46.4797,1,481
,MBY,Moberly,Moberly,65270,160,-92.4333,39.4667,6,67
,MBZ,Maues,Maues,,40,-57.6667,-3.4167,4,316
,MCA,Macenta,Macenta,,210,-9.4667,8.5333,,531
,MCB,Pike County,Mccomb,,10,-90.4333,31.15,6,67
,MCC,Mcclellan AFB,Sacramento,95652,60,-121.4006,38.6678,-8,67
,MCD,Mackinac Island,Mackinac Island,49757,0,-84.6372,45.865,,67
,MCE,Merced Municipal Arpt,Merced,95341,70,-120.5167,37.2833,8,67
,MCF,Mac Dill AFB,Tampa,33621,40,23.65,54.4333,,67
,MCG,Mcgrath,Mcgrath,99627,150,-155.6333,62.9667,9,67
,MCH,Machala,Machala,,160,-79.9833,-3.2667,5,337
,MCI,Kansas City International Airport,Kansas City,64153,150,-94.7306,39.2917,6,67
,MCJ,Maicao,Maicao,,180,-72.2333,11.3833,5,327
,MCK,Mccook,Mccook,69001,210,-100.5833,40.2,6,67
,MCL,Mt Mckinley,Mt Mckinley,,160,-148.9,63.7333,9,67
,MCM,Fontvieille Heliport,Monte Carlo,,110,7.4167,43.7333,1,458
,MCN,Lewis B Wilson,Macon,31216,210,-83.65,32.6833,5,67
,MCO,Orlando International,Orlando,32827,190,-81.3089,28.4294,-5,67
,MCP,Internacional,Macapa,,10,-51.0667,0.0667,3,316
,MCQ,Miskolc,Miskolc,,0,20.7944,48.1389,-1,437
,MCR,Melchor De Menco,Melchor De Menco,,140,-89.1583,17.0917,6,127
,MCS,Monte Caseros,Monte Caseros,,10,-57.6333,-30.2667,3,303
,MCT,Seeb,Muscat,,50,58.5333,23.6333,-4,658
,MCU,Gueret (Lepaud),Montlucon,,180,2.6,46.35,-1,427
,MCV,Mcarthur River,Mcarthur River,,40,136.0833,-16.4667,-9.5,802
,MCW,Mason City Municipal,Mason City,50428,0,-93.3314,43.1578,-6,67
,MCX,Makhachkala,Makhachkala,,60,47.5,42.9667,-2,770
,MCY,Maroochydore,Sunshine Coast,,120,153.0911,-26.6033,10,802
,MCZ,Palmares,Maceio,,30,-35.7,-9.6333,3,316
,MDA,Martindale Army Heliport,San Antonio,,90,-98.3778,29.4314,-6,67
,MDB,Melinda,Melinda,,50,-88.3167,16.9997,6,106
,MDC,Samratulangi,Manado,,170,124.9167,1.5333,-8,832
