,Code,Name,City,Postal_Code,Country_Code,Longitude,Latitude,Gmt_Offset,World_Area_Code
1,AAA,Anaa,Anaa,,10,-145.5,-17.4167,10,823
2,AAB,Arrabury,Arrabury,,90,141,-26.75,-10,802
3,AAC,Al Arish International Airport,Al Arish,,70,33.8358,31.0733,2,591
4,AAD,Ad-Dabbah,Ad-Dabbah,,130,33.9592,17.5928,,583
5,AAE,Les Salines,Annaba,,180,8,36.8333,-1,500
6,AAF,Municipal,Apalachicola,32320,70,-85.0333,29.7333,5,67
7,AAG,Arapoti,Arapoti,,140,-49.6667,-24.1667,,316
8,AAH,Aachen/Merzbruck,Aachen,,100,6.1861,50.8231,1,623
9,AAI,Arraias,Arraias,,90,-46.9333,-12.9167,3,316
10,AAJ,Cayana Airstrip,Awaradam,,20,-55.5792,3.8967,-3,379
11,AAK,Aranuka,Aranuka,,120,174,0.2167,-12,824
12,AAL,Aalborg,Aalborg,,90,9.85,57.1,-1,419
13,AAM,Mala Mala,Mala Mala,,100,31.5333,-24.8,-2,562
14,AAN,Al Ain,Al Ain,,190,55.6092,24.2617,4,678
15,AAO,Anaco,Anaco,,80,-64.4667,9.4167,4,388
16,AAP,Andrau Airpark,Houston,77082,50,-95.5883,29.7239,-6,67
17,AAQ,Anapa,Anapa,,160,37.3167,44.9,-2,770
18,AAR,Aarhus Airport,Aarhus,,160,10.6261,56.3072,1,419
19,AAS,Apalapsili,Apalapsili,,70,139.25,-3.9167,-9,832
20,AAT,Altay,Altay,,160,89.5,43.9333,-8,713
21,AAU,Asau,Asau,,20,-172.6,-13.4583,11,892
22,AAV,Allah Valley,Surallah,,20,124.7514,6.3669,8,766
23,AAW,Abbottabad,Abbottabad,,60,73.25,34.2,5,764
24,AAX,Araxa,Araxa,,80,-46.9292,-19.5681,3,316
25,AAY,Al Ghaydah,Al Ghaydah,,210,52.1833,16.2,-3,694
26,AAZ,Ambriz,Ambriz,,40,13.1161,-7.8622,1,127
27,ABA,Abakan,Abakan,,170,91.4333,53.7167,-2,770
28,ABB,RAF Station,Abingdon,,190,-1.2833,51.6667,,493
29,ABC,Los Llanos,Albacete,,160,-1.85,38.9833,,482
30,ABD,Abadan,Abadan,,190,48.2333,30.3667,-3.5,632
31,ABE,Lehigh Valley International,Allentown,18109,150,-75.4403,40.6522,-5,67
32,ABF,Abaiang,Abaiang,,60,172.8333,1.4167,-12,824
33,ABG,Abingdon,Abingdon,,70,143.2,-17.6667,-10,802
34,ABH,Alpha,Alpha,,200,146.5833,-23.7,-10,802
35,ABI,Municipal,Abilene,,200,-99.6833,32.4167,6,67
36,ABJ,Felix Houphouet Boigny,Abidjan,,20,-3.9333,5.25,,533
37,ABK,Kabri Dar,Kabri Dar,,210,44.2667,6.7333,-3,522
38,ABL,Ambler,Ambler,99786,20,-157.8167,67.1,9,67
39,ABM,Bamaga Injinoo,"Bamaga, Queensland",,180,142.4594,-10.9508,-10,802
40,ABN,Albina,Albina,,40,-54.05,5.4833,3,379
41,ABO,Aboisso,Aboisso,,0,-3.2,5.4667,,533
42,ABP,Atkamba,Atkamba,,130,141.1,-6.0667,-10,804
43,ABQ,Albuquerque International,Albuquerque,87106,80,-106.6092,35.0403,-7,67
44,ABR,Municipal,Aberdeen,39730,200,-98.4333,45.45,6,67
45,ABS,Abu Simbel,Abu Simbel,,110,31.6167,22.3667,-2,591
46,ABT,Al-Aqiq,Al-Baha,,180,42.2167,22.8333,-3,670
47,ABU,Atambua,Atambua,,100,124.9,-9.3333,-8,832
48,ABV,Nnamdi Azikiwe International Airport,Abuja,,110,7.2631,9.0067,1,555
49,ABW,Abau,Abau,,180,148.7,-10.1667,-10,804
50,ABX,Albury,Albury,,60,146.95,-36.0667,-10,802
51,ABY,Dougherty County,Albany,31721,110,-84.2,31.5333,5,67
52,ABZ,Dyce,Aberdeen,,160,-2.2,57.2,,493
53,ACA,General Juan N. Alvarez International,Acapulco,,60,-99.7536,16.7569,-6,148
54,ACB,Antrim County,Bellaire,49615,60,-85.2028,44.9833,5,67
55,ACC,Kotoka,Accra,,60,-0.1667,5.6,,529
56,ACD,Acandi,Acandi,,10,-73.6333,8.5,5,327
57,ACE,Lanzarote,Arrecife,,170,-13.6053,28.9456,,482
58,ACH,Altenrhein,Altenrhein,,30,9.55,47.4833,-1,486
59,ACI,The Blaye,Alderney,,60,-2.2167,49.7,,493
60,ACJ,Anuradhapura,Anuradhapura,,20,80.3833,8.35,,711
61,ACK,Nantucket Memorial,Nantucket,2554,210,-70.0667,41.2667,5,67
62,ACL,Aguaclara,Aguaclara,,20,-73,4.75,5,327
63,ACM,Arica,Arica,,120,-71.7833,-2.1333,5,327
64,ACN,International,Ciudad Acuna,,170,-100.9167,29.3,6,148
65,ACO,Ascona,Ascona,,0,8.7667,46.1594,1,486
66,ACP,Sahand,Sahand,,210,46.45,37.7333,,632
67,ACR,Araracuara,Araracuara,,170,-72.3,-0.3833,5,327
68,ACS,Achinsk,Achinsk,,40,90.5667,56.2667,-2,770
69,ACT,Municipal,Waco,,10,-97.2333,31.6167,6,67
70,ACU,Achutupo,Achutupo,,60,-77.9667,8.4333,5,162
71,ACV,Arcata,Arcata,95519,50,-124.1,40.9833,8,67
72,ACX,Xingyi,Xingyi,,70,104.9833,25.05,,713
73,ACY,Atlantic City Intl,Atlantic City,8215,80,-74.5833,39.4667,5,67
74,ACZ,Zabol A/P,Zabol,,70,61.25,31,,632
75,ADA,Adana,Adana,,110,35.2803,36.9822,2,679
76,ADB,Adnan Menderes,Izmir,,130,27.1569,38.2925,-2,679
77,ADC,Andakombe,Andakombe,,70,145.7333,-7.1333,,804
78,ADD,Bole International,Addis Ababa,,30,38.7994,8.9778,3,522
79,ADE,International,Aden,,60,49.4844,16.0386,-3,694
80,ADF,Adiyaman,Adiyaman,,100,34.65,37.9167,,679
81,ADG,Lenawee County,Adrian,49221,200,-84.0333,41.9,5,67
82,ADH,Aldan,Aldan,,90,125.4,58.6,-2,770
83,ADI,Arandis,Arandis,,80,15,-22.4,-2,575
84,ADJ,Marka International Airport,Amman,,30,35.9917,31.9728,2,962
85,ADK,Adak Island Ns,Adak Island,,150,-176.6461,51.8781,10,67
86,ADL,Adelaide International Airport,Adelaide,,0,138.5306,-34.945,9.5,802
87,ADM,Ardmore Municipal Arpt,Ardmore,35620,120,-86.8833,34.9667,6,67
88,ADN,Andes,Andes,,180,-75.8833,5.6667,5,327
89,ADO,Andamooka,Andamooka,,170,137.1372,-30.4378,-9.5,802
90,ADP,Ampara,Ampara,,50,80.4167,8.3,-5.5,711
91,ADQ,Kodiak Airport,Kodiak,99615,160,-152.4833,57.75,9,67
92,ADR,Andrews,Andrews,29510,60,-79.5667,33.45,5,67
93,ADS,Addison Airport,Dallas,75001,160,-96.8364,32.9686,-6,67
94,ADT,Ada Municial,Ada,,110,-96.6711,34.8042,-6,67
95,ADU,Ardabil,Ardabil,,110,48.3014,38.2494,,632
96,ADV,Andover,Andover,,30,-1.4667,51.2167,,493
97,ADW,Andrews AFB,Camp Springs,,160,-76.9167,38.8,5,67
98,ADX,Leuchars,St Andrews,,100,-2.8667,56.3667,,493
99,ADY,Alldays,Alldays,,170,29.1,-22.6667,-2,562
100,ADZ,San Andres Island,San Andres Island,,140,-81.7,12.5833,5,327
101,AEA,Abemama Atoll,Abemama Atoll,,190,173.85,0.4833,-12,824
102,AED,Aleneva,Aleneva,,0,10.0833,-0.6,,67
103,AEG,Aek Godang,Aek Godang,,30,99.45,1.3833,-7,832
104,AEH,Abecher,Abecher,,110,20.85,13.85,-1,511
105,AEK,Aseki,Aseki,,140,146.2833,-7.3667,-10,804
106,AEL,Albert Lea,Albert Lea,,70,-93.3667,43.6833,6,67
107,AEO,Aioun El Atrouss,Aioun El Atrouss,,60,-9.65,16.7,,545
108,AEP,Arpt. Jorge Newbery,Buenos Aires,,180,-58.4156,-34.5592,-3,303
109,AER,Adler/Sochi,Adler/Sochi,,20,39.9333,43.45,2,770
110,AES,Vigra,Aalesund,,70,6.1,62.5603,1,465
111,AET,Allakaket,Allakaket,99720,160,-152.65,66.55,9,67
112,AEU,Abu Musa,Abu Musa,,70,52.5,36.5833,,632
113,AEX,Alexandria International,Alexandria,,0,-92.5486,31.3275,-6,67
114,AEY,Akureyri,Akureyri,,70,-18.0833,65.65,,439
115,AFA,San Rafael,San Rafael,,120,-68.4,-34.5833,4,303
116,AFD,Port Alfred,Port Alfred,,210,26.8833,-33.5833,-2,562
117,AFF,USAF Academy Airstrip,Colorado Springs,80840,200,-104.8131,38.9697,-7,67
118,AFI,Amalfi,Amalfi,,140,-75.0667,6.9167,5,327
119,AFK,Kondavattavan Tank,Ampara,,120,81.6667,7.2833,,711
120,AFL,Alta Floresta,Alta Floresta,,130,-56.1061,-9.8661,4,316
121,AFN,Municipal,Jaffrey,3452,180,-72,42.8,5,67
122,AFO,Municipal,Afton,83110,210,-110.9333,42.7167,7,67
123,AFR,Afore,Afore,,150,148.3833,-9.1333,-10,804
124,AFS,Zarafshan,Zarafshan,,90,64.2328,41.6133,5,788
125,AFT,Afutara Aerodrome,Afutara,,200,160.95,-9.1833,,874
126,AFW,Fort Worth Alliance,Fort Worth,76177,50,-97.3189,32.9878,-6,67
127,AFY,Afyon,Afyon,,170,30.6,38.7333,-2,679
128,AFZ,Sabzevar,Sabzevar,,60,57.5953,36.1681,3.5,632
129,AGA,Agadir Almassira,Agadir,,50,-9.55,30.3833,,548
130,AGB,Augsburg - Muehlhausen,Munich,,0,10.8833,48.3833,1,429
131,AGC,Allegheny County,Pittsburgh,15122,190,-79.9333,40.35,5,67
132,AGD,Anggi,Anggi,,190,133.8667,-1.3833,-9,832
133,AGE,Flugplatz,Wangerooge,,120,7.9167,53.7833,-1,429
134,AGF,La Garenne,Agen,,10,0.6,44.1833,-1,427
135,AGG,Angoram,Angoram,,190,144.1,-4.0667,-10,804
136,AGH,Angelholm,Angelholm/Helsingborg,,210,12.8333,56.2833,1,484
137,AGI,Wageningen,Wageningen,,210,-56.6833,5.7667,3,379
138,AGJ,Aguni,Aguni,,150,127.1667,26.8333,-9,736
139,AGK,Kagua,Kagua,,10,143.8333,-6.3333,-10,804
140,AGL,Wanigela,Wanigela,,110,149.15,-9.3333,-10,804
141,AGM,Tasiilaq,Tasiilaq,,90,-37.6667,65.6667,3,975
142,AGN,Angoon,Angoon,99820,10,-134.5833,57.5,9,67
143,AGO,Municipal,Magnolia,71753,10,-93.2167,33.2333,6,67
144,AGP,Pablo Ruiz Picasso,Malaga,,190,-4.4992,36.675,1,482
145,AGQ,Agrinion,Agrinion,,20,21.3833,38.6,-2,433
146,AGR,Kheria,Agra,,70,77.9667,27.15,-5.5,733
147,AGS,Bush Field,Augusta,30906,0,-81.9667,33.3667,5,67
148,AGT,Alejo Garcia,Ciudad Del Este,,0,-54.8436,-25.4556,-4,365
149,AGU,Aguascalients,Aguascalientes,,40,-102.25,21.8667,6,148
150,AGV,Acarigua,Acarigua,,70,-69.2333,9.55,4,388
151,AGW,Agnew,Agnew,,210,142.15,-12.15,-10,802
152,AGX,Agatti Island,Agatti Island,,210,72.2,10.8333,5.5,733
153,AGY,Argyle Downs,Argyle Downs,,200,128.75,-16.35,-8,802
154,AGZ,Aggeneys,Aggeneys,,110,18.8139,-29.2733,2,562
155,AHA,Naha Air Force Base,Okinawa,,70,127.65,26.2,,736
156,AHB,Abha,Abha,,190,42.5,18.2167,-3,670
157,AHC,Amedee AAF,Herlong,96113,20,4.9517,60.5722,,67
158,AHD,Downtown,Ardmore,73401,170,179.9,-16.9333,6,67
159,AHE,Ahe Airport,Ahe,,10,-1.3,-14.5,,823
160,AHF,Municipal,Arapahoe,68922,150,-88.8833,15.3167,,67
161,AHH,Municipal,Amery,54001,130,-92.3667,45.2833,6,67
162,AHI,Amahai,Amahai,,20,128.9167,-3.3333,-9,832
163,AHL,Aishalton,Aishalton,,80,-59.3167,2.4833,3,350
164,AHN,Athens,Athens,30605,200,-83.3333,33.95,5,67
165,AHO,Fertilia,Alghero,,150,8.2833,40.6333,-1,450
166,AHS,Ahuas,Ahuas,,190,-84.425,15.4417,6,131
167,AHT,Amchitka,Amchitka,,180,179,51.5,10,67
168,AHU,Charif Al Idrissi,Al Hoceima,,40,-3.8333,35.1833,,548
169,AHY,Ambatolahy,Ambatolahy,,60,45.5333,-20.0167,-3,541
170,AHZ,Alpe D Huez,Alpe D Huez,,180,6.0833,45.0833,-1,427
171,AIA,Alliance,Alliance,69301,120,-102.8,42.0667,7,67
172,AIB,Anita Bay,Anita Bay,,40,-132.3833,56.2333,9,67
173,AIC,Airok,"Airok, Ailinglaplap",,200,171.2333,7.1,12,844
174,AID,Municipal,Anderson,46017,150,34.8667,32.4,,67
175,AIE,Aiome,Aiome,,120,144.7333,-5.1333,-10,804
176,AIF,Assis,Assis,,0,-50.4167,22.6667,3,316
177,AIG,Yalinga,Yalinga,,170,23.25,6.5167,-1,509
178,AIH,Aiambak,Aiambak,,150,141.2667,-7.35,,804
179,AII,Alisabieh,Alisabieh,,50,42.7167,11.15,-3,525
180,AIK,Municipal,Aiken,,180,-81.6833,33.65,5,67
181,AIL,Ailigandi,Ailigandi,,90,-78.0167,9.2333,5,162
182,AIM,Ailuk Island,Ailuk Island,,0,169.9833,10.2,-12,844
183,AIN,Wainwright,Wainwright,99782,120,-160.0333,70.6333,9,67
184,AIO,Municipal,Atlantic,50022,70,-95.0167,41.4,6,67
185,AIP,Ailinglapalap Island,Ailinglapalap Island,,200,168.8167,7.2667,-12,844
186,AIR,Aripuana,Aripuana,,70,-59.4575,-10.1864,,316
187,AIS,Arorae Island,Arorae Island,,120,176.8167,-2.6333,-12,824
188,AIT,Aitutaki,Aitutaki,,0,-159.75,-18.85,10,813
189,AIU,Atiu Island,Atiu Island,,60,-158.1,-20.0333,10,813
190,AIV,George Downer,Aliceville,35442,40,-88.1978,33.1064,-6,67
191,AIW,Ai-ais,Ai-ais,,130,17.5831,-27.9833,1,575
192,AIY,Bader Field,Atlantic City,8401,90,-74.45,39.3667,-5,67
193,AIZ,Lee C Fine Memorial,Kaiser/Lake Ozark,65017,170,-92.55,38.1,6,67
194,AJA,Campo Dell Oro,Ajaccio,,70,8.8,41.9167,-1,427
195,AJF,Jouf,Sakaka Al Jouf,,170,40.2,29.9333,-3,670
196,AJJ,Akjoujt,Akjoujt,,170,-14.3833,19.7333,,545
197,AJK,Araak,Araak,,200,49.8331,34.1331,3.5,632
198,AJL,Aizawl,Aizawl,,100,92.7167,23.7333,-5.5,733
199,AJN,Ouani,Anjouan,,80,44.4333,-12.1333,-3,513
200,AJO,Aljouf,Aljouf,,120,44.25,15.7167,-3,694
201,AJR,Arvidsjaur,Arvidsjaur,,20,19.2856,65.5914,1,484
202,AJS,Abreojos,Abreojos,,70,-113.5833,26.7333,7,148
203,AJU,Santa Maria,Aracaju,,10,-37.0678,-10.9836,3,316
204,AJY,Agades,Agades,,160,7.9833,16.9667,-1,554
205,AKA,Ankang,Ankang,,0,109.0083,32.5,-8,713
206,AKB,Atka,Atka,99547,160,-174.2,52.2,10,67
207,AKC,Fulton International,Akron/Canton,,120,23.75,-26.8,,67
208,AKD,Akola,Akola,,40,77.0586,20.6989,5.5,733
209,AKE,Akieni,Akieni,,50,13.9167,-1.1722,-1,526
210,AKF,Kufrah,Kufrah,,170,23.3167,24.2,-2,538
211,AKG,Anguganak,Anguganak,,200,142.25,-3.5833,-10,804
212,AKH,Prince Sultan Air Base,Al Kharj,,90,47.5806,24.0628,3,670
213,AKI,Akiak,Akiak,99552,140,-161.2333,60.9,9,67
214,AKJ,Asahikawa,Asahikawa,,190,142.5083,43.5,-9,736
215,AKK,Akhiok SPB,Akhiok,,100,-154.1667,56.95,9,67
216,AKL,Auckland International,Auckland,,90,174.7917,-37.0081,12,851
217,AKM,Zakouma,Zakouma,,180,19.8167,10.8833,-1,511
218,AKN,King Salmon,King Salmon,99613,50,-156.6333,58.5167,9,67
219,AKO,Colorado Plains Regional Airport,Akron,80720,10,-103.2219,40.1756,-7,67
220,AKP,Anaktuvuk,Anaktuvuk,,190,-151.7333,68.1333,9,67
221,AKQ,Gunung Batin,Astraksetra,,190,105.2333,-4.6167,-7,832
222,AKR,Akure,Akure,,180,5.2,7.25,-1,555
223,AKT,Raf Akrotiri,Akrotiri,,130,32.9878,34.5903,2,611
224,AKU,Aksu,Aksu,,80,75.6667,38.6667,-8,713
225,AKV,Akulivik,Akulivik,,90,-78.5833,60.7333,5,906
226,AKW,Aghajari,Aghajari,,210,46.6167,36.5833,,632
227,AKX,Aktyubinsk,Aktyubinsk,,160,57.2167,50.25,2,738
228,AKY,Civil,Sittwe,,60,92.8667,20.1167,-6.5,706
229,ALA,Almaty,Almaty,,30,77.0403,43.3519,6,738
230,ALB,Albany International,Albany,12110,200,-73.8,42.7333,5,67
231,ALC,Alicante El Altet,Alicante,,170,-0.5581,38.2822,1,482
232,ALD,Alerta,Alerta,,10,-69.35,-11.7,5,368
233,ALE,Alpine,Alpine,83128,10,-103.6833,30.3861,6,67
234,ALF,Alta,Alta,,200,23.3667,69.9833,-1,465
235,ALG,Houari Boumediene,Algiers,,130,3.05,36.7833,-1,500
236,ALH,Albany,Albany,,180,117.8,-34.95,-8,802
237,ALI,International,Alice,78332,120,-98.0167,27.7333,6,67
238,ALJ,Kortdoorn,Alexander Bay,,10,16.5333,-28.6167,-2,562
239,ALK,Asela,Asela,,210,39.1167,7.9667,-3,522
240,ALL,Albenga,Albenga,,120,8.1167,44.0333,-1,450
241,ALM,Municipal,Alamogordo,88310,130,-106,32.8333,7,67
242,ALN,Alton,Alton,62010,210,-90.1722,38.8917,6,67
243,ALO,Waterloo,Waterloo,50703,110,-92.3833,42.55,6,67
244,ALP,Nejrab,Aleppo,,110,37.2333,36.1833,-2,676
245,ALQ,Federal,Alegrete,,210,-55.7333,-29.8,3,316
246,ALR,Alexandra,Alexandra,,10,169.3667,-45.2167,-12,851
247,ALS,Municipal,Alamosa,,170,-105.8667,37.4333,7,67
248,ALT,Alenquer,Alenquer,,80,-54.7472,-1.9389,3,316
249,ALU,Alula,Alula,,70,50.6667,11.8833,-3,573
250,ALW,Walla Walla,Walla Walla,99362,100,-118.3,46.1,8,67
251,ALX,Thomas C Russell Fld,Alexander City,35010,160,-85.9631,32.9147,-6,67
252,ALY,El Nohza,Alexandria,,100,29.95,31.1833,-2,591
253,ALZ,Alitak SPB,Alitak,,30,-154.2458,56.8958,9,67
254,AMA,Rick Husband Amarillo International,Amarillo,79111,200,-101.7058,35.2264,-6,67
255,AMB,Ambilobe,Ambilobe,,60,48.9833,-13.1833,-3,541
256,AMC,Am Timan,Am Timan,,110,20.2667,11.0333,1,511
257,AMD,Ahmedabad,Ahmedabad,,90,72.6347,23.0772,5.5,733
258,AME,Alto Molocue,Alto Molocue,,70,37.6833,-15.65,-2,550
259,AMF,Ama,Ama,,120,141.6667,-4.1667,-10,804
260,AMG,Amboin,Amboin,,190,143.5,-4.6,-10,804
261,AMH,Arba Mintch,Arba Mintch,,90,37.5083,6,-3,522
262,AMI,Selaparang,Mataram,,60,116.1,-8.5667,-8,832
263,AMJ,Almenara,Almenara,,170,-40.6833,-16.1833,3,316
264,AMK,Animas Airpark,Durango,,20,-87.85,14.4667,,67
265,AML,Puerto Armuellas,Puerto Armuellas,,180,-82.8667,8.3,5,162
266,AMM,Queen Alia Intl,Amman,,90,35.9833,31.9667,-2,639
267,AMN,Gratiot Community,Alma,48847,30,-84.65,43.3833,5,67
268,AMO,Mao,Mao,,180,15.3167,14.1167,-1,511
269,AMP,Ampanihy,Ampanihy,,100,44.7333,-24.7,-3,541
270,AMQ,Pattimura,Ambon,,160,128.0833,-3.7,-9,832
271,AMR,Arno,Arno,,140,171.6833,7.0833,-12,844
272,AMS,Schiphol,Amsterdam,,120,4.7639,52.3086,1,461
273,AMT,Amata,Amata,,120,131.1167,-26.2,-9.5,802
274,AMU,Amanab,Amanab,,30,141.25,-3.5167,-10,804
275,AMV,Amderma,Amderma,,40,61.55,69.7667,-2,770
276,AMW,Ames,Ames,50010,70,-93.6167,42,6,67
277,AMX,Ammaroo,Ammaroo,,160,135.24,-21.74,-9.5,802
278,AMY,Ambatomainty,Ambatomainty,,70,45.6667,-17.6833,-3,541
279,AMZ,Ardmore,Ardmore,,100,174.9733,-37.0297,12,851
280,ANA,Orange County Steel Salvage Heliport,Anaheim,92806,120,-117.8503,33.8483,,67
281,ANB,Anniston Metropolitan,Anniston,36203,180,-85.8581,33.5881,-6,67
282,ANC,Ted Stevens Anchorage International Airport,Anchorage,99502,60,-149.9964,61.1744,-9,67
283,AND,Anderson,Anderson,29626,160,-82.7167,34.5,5,67
284,ANE,Marce,Angers,,10,-0.3122,47.5603,1,427
285,ANF,Cerro Moreno,Antofagasta,,200,-70.4428,-23.4394,4,324
286,ANG,Brie-Champniers,Angouleme,,30,0.2,45.6667,-1,427
287,ANH,Anuha Island Resort,Anuha Island Resort,,10,160.5,-8.9833,-11,874
288,ANI,Aniak,Aniak,,190,-159.5333,61.5833,9,67
289,ANJ,Zanaga,Zanaga,,50,13.8333,-2.85,-1,515
290,ANK,Etimesgut,Ankara,,130,32.6831,39.9494,-2,679
291,ANL,Andulo,Andulo,,120,16.75,-11.5,-1,502
292,ANM,Antsirabato,Antalaha,,50,50.3333,-15,-3,541
293,ANN,Annette Island,Annette Island,99926,30,-131.5667,55.0333,9,67
294,ANO,Angoche,Angoche,,30,39.9333,-16.1667,-2,550
295,ANP,Lee,Annapolis,21037,170,-76.5,38.9833,5,67
296,ANQ,Tri-State Steuben Cty,Angola,46703,60,-85,41.6333,5,67
297,ANR,Deurne/ Antwerp Airport,Antwerp,,60,4.4603,51.1894,1,409
298,ANS,Andahuaylas,Andahuaylas,,190,-73.4167,-13.65,5,368
299,ANU,V. C. Bird Intl,St. John's,,60,-61.7928,17.1367,-4,206
300,ANV,Anvik,Anvik,99558,190,-160.2167,62.65,9,67
301,ANW,Ainsworth,Ainsworth,,100,-99.9833,42.5833,6,67
302,ANX,Andenes,Andenes,,20,16.1167,69.3167,-1,465
303,ANY,Anthony,Anthony,67003,70,-98.0333,37.15,6,67
304,ANZ,Angus Downs,Angus Downs,,20,132.1667,-25.0833,-9.5,802
305,AOA,Aroa,Aroa,,90,146.75,-9.0333,-10,804
306,AOB,Annanberg,Annanberg,,0,144.6667,-4.9167,-10,804
307,AOC,Altenburg Nobitz,Altenburg,,180,12.5083,50.9833,1,429
308,AOD,Abou Deia,Abou Deia,,10,19.2833,11.4667,-1,511
309,AOE,Anadolu University,Eskisehir,,110,30.5286,39.8117,,679
310,AOG,Anshan,Anshan,,100,123.0333,41.1667,8,713
311,AOH,Allen County,Lima,45804,210,-84.0333,40.7167,5,67
312,AOI,Falconara,Ancona,,50,13.5,43.6333,-1,450
313,AOJ,Aomori,Aomori,,20,140.7,40.7333,-9,736
314,AOK,Karpathos,Karpathos,,120,27.2333,35.5,-2,433
315,AOL,Paso De Los Libres,Paso De Los Libres,,0,-57.15,-29.6833,3,303
316,AON,Arona,Arona,,150,145.9667,-6.25,-10,804
317,AOO,Martinsburg,Martinsburg,,150,-78.3167,40.3,5,67
318,AOR,Alor Setar,Alor Setar,,0,100.3981,6.1897,8,749
319,AOS,Amook,Amook,,90,-153.8333,57.4667,9,67
320,AOU,Attopeu,Attopeu,,20,106.8167,14.8,-7,744
321,APA,Arapahoe Co,Denver,80112,60,-104.8333,39.5667,7,67
322,APB,Apolo,Apolo,,170,-68.5,-14.7167,4,312
323,APC,Napa County,Napa,94558,150,-122.2167,38.45,8,67
324,APE,San Juan Aposento,San Juan Aposento,,0,-75.1667,-15.35,5,368
325,APF,Naples,Naples,34104,20,-81.7667,26.15,5,67
326,APG,Phillips AAF,Aberdeen,21005,70,-1.2833,52.3167,,67
327,APH,Camp A P Hill,Bowling Green,22427,150,-77.35,38.05,5,67
328,API,Apiay,Apiay,,20,-73.0519,4.0689,5,327
329,APK,Apataki,Apataki,,40,-145.3333,-15.0833,10,823
330,APL,Nampula,Nampula,,10,39.2833,-15.1,-2,550
331,APN,Alpena County Regional,Alpena,49707,60,-83.55,45.0833,5,67
332,APO,Apartado,Apartado,,120,-77.2,7.0333,5,327
333,APP,Asapa,Asapa,,100,148.1333,-8.9833,-10,804
334,APQ,Arapiraca,Arapiraca,,150,-36.65,-9.75,3,316
335,APR,April River,April River,,160,142.4333,-4.3,-10,804
336,APS,Anapolis,Anapolis,,210,-48.9269,-16.3622,-3,316
337,APT,Marion County,Jasper,37347,130,-85.6333,35.0667,6,67
338,APU,Apucarana,Apucarana,,80,-51.4833,-23.55,3,316
339,APV,Apple Valley,Apple Valley,92307,210,-117.1861,34.5753,-8,67
340,APW,Faleolo,Apia,,130,-172,-13.8333,-11,892
341,APX,Arapongas,Arapongas,,80,-51.95,-23.3833,3,316
342,APY,Alto Parnaiba,Alto Parnaiba,,130,-45.9667,-9.1,3,316
343,APZ,Zapala,Zapala,,70,-70.0833,-38.9167,3,303
344,AQA,Araraquara,Araraquara,,0,-48.1331,-21.8119,-3,316
345,AQB,Quiche Airport,Quiche,,120,-89.8,15.3667,,127
346,AQG,Anqing,Anqing,,180,117.0333,30.5167,-8,713
347,AQI,Qaisumah,Qaisumah,,200,46.1167,28.3167,-3,670
348,AQJ,King Hussein Intl,Aqaba,,200,34.6667,29,-2,639
349,AQM,Ariquemes,Ariquemes,,130,-63.0667,-9.9333,4,316
,AQP,Rodriguez Ballon,Arequipa,,20,-71.5831,-16.3411,-5,368
,AQS,Saqani,Saqani,,0,179.35,-16.75,-12,821
,AQY,Alyeska,Alyeska,,130,-149.1167,60.9667,9,67
,ARA,Acadiana Regional,New Iberia,70560,100,32.5833,80.1333,,67
,ARB,Municipal,Ann Arbor,48108,80,-83.7456,42.2231,-5,67
,ARC,Arctic Village,Arctic Village,99722,130,-145.5833,68.1167,9,67
,ARD,Alor Island,Alor Island,,40,124.75,-8.25,-8,832
,ARE,Arecibo,Arecibo,,160,-66.6667,18.45,4,3
,ARF,Acaricuara,Acaricuara,,130,-70.1333,0.5333,5,327
,ARG,Walnut Ridge,Walnut Ridge,72476,0,-90.9167,36.1167,6,67
,ARH,Arkhangelsk,Arkhangelsk,,100,40.5333,64.5667,-2,770
,ARI,Chacalluta,Arica,,180,-70.3167,-18.5,4,324
,ARJ,Arso,Arso,,70,140.7833,-2.9333,-9,832
,ARK,Arusha,Arusha,,10,36.6333,-3.3678,3,585
,ARL,Arly,Arly,,40,1.25,11.5833,,593
,ARM,Armidale,Armidale,,190,151.6167,-30.5333,-10,802
,ARN,Arlanda,Stockholm,,180,17.9186,59.6519,1,484
,ARO,Arboletas,Arboletas,,210,-76.4333,8.8667,5,327
,ARP,Aragip,Aragip,,10,149.4667,-9.9,-10,804
,ARQ,Arauquita,Arauquita,,150,-71.4403,7.0361,5,327
,ARR,Alto Rio Senguerr,Alto Rio Senguerr,,190,-71,-45.1667,3,303
,ARS,Aragarcas,Aragarcas,,100,-52.0956,-15.8967,3,316
,ART,Watertown,Watertown,13634,140,-76.0167,43.9833,5,67
,ARU,Aracatuba,Aracatuba,,60,-50.4167,-21.1833,3,316
,ARV,Noble F. Lee,Minocqua,54568,40,-89.7333,45.9167,6,67
,ARW,Arad,Arad,,10,21.25,46.1667,-2,473
,ARX,Asbury Park,Neptune,,40,-74.09,40.2194,5,67
,ARY,Ararat,Ararat,,160,142.9886,-37.3094,10,802
,ASA,Assab International,Assab,,160,42.645,13.0717,3,522
,ASB,Ashgabat,Ashgabat,,200,58.3833,37.95,-2,785
,ASC,Ascension,Ascension,,50,-63.0667,-15.7167,4,312
,ASD,Andros Town,Andros Town,,60,-77.7939,24.6975,5,204
,ASE,Aspen,Aspen,81611,180,-106.8689,39.2231,-7,67
